121.wav,0,-0.0958915501832962
122.wav,8,-0.002078307094052434
123.wav,7,-0.1515112668275833
124.wav,1,-0.009175303392112255
125.wav,3,-0.000283102534012869
126.wav,4,-0.10214045643806458
127.wav,5,-0.05633039399981499
128.wav,3,-0.0022388705983757973
129.wav,8,-0.00028954166918992996
130.wav,8,-0.03484635055065155
131.wav,4,-0.11740289628505707
132.wav,8,-0.006305445451289415
133.wav,9,-0.20686741173267365
134.wav,9,-0.008488640189170837
135.wav,0,-0.10363879054784775
136.wav,8,-0.0010146877029910684
137.wav,0,-0.4455643892288208
138.wav,9,-0.1603306531906128
139.wav,1,-0.0004615656507667154
140.wav,7,-0.012091790325939655
141.wav,0,-0.04925796762108803
142.wav,7,-0.0016840563621371984
143.wav,5,-0.001859365962445736
144.wav,1,-0.00298743206076324
145.wav,2,-8.499983232468367e-05
146.wav,0,-0.33858388662338257
147.wav,6,-0.8590161800384521
148.wav,3,-0.0004495796747505665
149.wav,0,-0.03583228960633278
150.wav,0,-0.3120826780796051
151.wav,5,-0.015190537087619305
152.wav,7,-0.19748596847057343
153.wav,6,-0.2800481915473938
154.wav,1,-0.04534666985273361
155.wav,5,-0.0419708713889122
156.wav,9,-0.23385336995124817
157.wav,3,-0.4910682141780853
158.wav,1,-0.003899957053363323
159.wav,6,-2.3841887468734058e-06
160.wav,0,-0.051242485642433167
161.wav,6,-6.198902156029362e-06
162.wav,7,-0.00748093705624342
163.wav,3,-0.0702553242444992
164.wav,4,-0.030118998140096664
165.wav,4,-0.0014656789135187864
166.wav,4,-0.2187553197145462
167.wav,0,-0.08030625432729721
168.wav,6,-1.78815535036847e-05
169.wav,3,-0.7565619349479675
170.wav,6,-0.0003384924493730068
171.wav,0,-0.11785337328910828
172.wav,9,-0.007514806929975748
173.wav,1,-0.04272478073835373
174.wav,2,-0.018357619643211365
175.wav,3,-0.07934053987264633
176.wav,2,-0.00020428598509170115
177.wav,7,-0.5775250792503357
178.wav,8,-0.000254246115218848
179.wav,4,-0.0048076859675347805
180.wav,8,-0.0018235371680930257
181.wav,2,-0.0003622234216891229
182.wav,0,-0.03337150812149048
183.wav,4,-0.002908282447606325
184.wav,6,-0.0028985387180000544
185.wav,9,-0.044304825365543365
186.wav,6,-0.039989080280065536
187.wav,2,-0.0005715930601581931
188.wav,8,-0.001387604745104909
189.wav,5,-0.00443522771820426
190.wav,6,-1.120573597290786e-05
191.wav,5,-0.2501797080039978
192.wav,3,-0.007654142566025257
193.wav,3,-0.525044322013855
194.wav,3,-0.0007005999214015901
195.wav,8,-0.023710668087005615
196.wav,1,-0.0044764187186956406
197.wav,6,-0.0003773685893975198
198.wav,5,-0.0005072449566796422
199.wav,4,-0.013294161297380924
200.wav,4,-0.025562956929206848
